0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0.200000000000000
13	1.70000000000000
14	5.40000000000000
15	9.90000000000000
16	13.1000000000000
17	16.9000000000000
18	21.7000000000000
19	26
20	27.5000000000000
21	28.1000000000000
22	28.3000000000000
23	28.8000000000000
24	29.1000000000000
25	30.8000000000000
26	31.9000000000000
27	34.1000000000000
28	36.6000000000000
29	39.1000000000000
30	41.3000000000000
31	42.5000000000000
32	43.3000000000000
33	43.9000000000000
34	44.4000000000000
35	44.5000000000000
36	44.2000000000000
37	42.7000000000000
38	39.9000000000000
39	37
40	34.6000000000000
41	32.3000000000000
42	29
43	25.1000000000000
44	22.2000000000000
45	20.9000000000000
46	20.4000000000000
47	19.5000000000000
48	18.4000000000000
49	17.8000000000000
50	17.8000000000000
51	17.4000000000000
52	15.7000000000000
53	13.1000000000000
54	12.1000000000000
55	12
56	12
57	12
58	12.3000000000000
59	12.6000000000000
60	14.7000000000000
61	15.3000000000000
62	15.9000000000000
63	16.2000000000000
64	17.1000000000000
65	17.8000000000000
66	18.1000000000000
67	18.4000000000000
68	20.3000000000000
69	23.2000000000000
70	26.5000000000000
71	29.8000000000000
72	32.6000000000000
73	34.4000000000000
74	35.5000000000000
75	36.4000000000000
76	37.4000000000000
77	38.5000000000000
78	39.3000000000000
79	39.5000000000000
80	39
81	38.5000000000000
82	37.3000000000000
83	37
84	36.7000000000000
85	35.9000000000000
86	35.3000000000000
87	34.6000000000000
88	34.2000000000000
89	31.9000000000000
90	27.3000000000000
91	22
92	17
93	14.2000000000000
94	12
95	9.10000000000000
96	5.80000000000000
97	3.60000000000000
98	2.20000000000000
99	0
100	0
101	0
102	0
103	0
104	0
105	0
106	0
107	0
108	0
109	0
110	0
111	0
112	0
113	0
114	0
115	0
116	0
117	0
118	0
119	0
120	0
121	0
122	0
123	0
124	0
125	0
126	0
127	0
128	0
129	0
130	0
131	0
132	0
133	0
134	0
135	0
136	0
137	0
138	0.200000000000000
139	1.90000000000000
140	6.10000000000000
141	11.7000000000000
142	16.4000000000000
143	18.9000000000000
144	19.9000000000000
145	20.8000000000000
146	22.8000000000000
147	25.4000000000000
148	27.7000000000000
149	29.2000000000000
150	29.8000000000000
151	29.4000000000000
152	27.2000000000000
153	22.6000000000000
154	17.3000000000000
155	13.3000000000000
156	12
157	12.6000000000000
158	14.1000000000000
159	17.2000000000000
160	20.1000000000000
161	23.4000000000000
162	25.5000000000000
163	27.6000000000000
164	29.5000000000000
165	31.1000000000000
166	32.1000000000000
167	33.2000000000000
168	35.2000000000000
169	37.2000000000000
170	38
171	37.4000000000000
172	35.1000000000000
173	31
174	27.1000000000000
175	25.3000000000000
176	25.1000000000000
177	25.9000000000000
178	27.8000000000000
179	29.2000000000000
180	29.6000000000000
181	29.5000000000000
182	29.2000000000000
183	28.3000000000000
184	26.1000000000000
185	23.6000000000000
186	21
187	18.9000000000000
188	17.1000000000000
189	15.7000000000000
190	14.5000000000000
191	13.7000000000000
192	12.9000000000000
193	12.5000000000000
194	12.2000000000000
195	12
196	12
197	12
198	12
199	12.5000000000000
200	13
201	14
202	15
203	16.5000000000000
204	19
205	21.2000000000000
206	23.8000000000000
207	26.9000000000000
208	29.6000000000000
209	32
210	35.2000000000000
211	37.5000000000000
212	39.2000000000000
213	40.5000000000000
214	41.6000000000000
215	43.1000000000000
216	45
217	47.1000000000000
218	49
219	50.6000000000000
220	51.8000000000000
221	52.7000000000000
222	53.1000000000000
223	53.5000000000000
224	53.8000000000000
225	54.2000000000000
226	54.8000000000000
227	55.3000000000000
228	55.8000000000000
229	56.2000000000000
230	56.5000000000000
231	56.5000000000000
232	56.2000000000000
233	54.9000000000000
234	52.9000000000000
235	51
236	49.8000000000000
237	49.2000000000000
238	48.4000000000000
239	46.9000000000000
240	44.3000000000000
241	41.5000000000000
242	39.5000000000000
243	37
244	34.6000000000000
245	32.3000000000000
246	29
247	25.1000000000000
248	22.2000000000000
249	20.9000000000000
250	20.4000000000000
251	19.5000000000000
252	18.4000000000000
253	17.8000000000000
254	17.8000000000000
255	17.4000000000000
256	15.7000000000000
257	14.5000000000000
258	15.4000000000000
259	17.9000000000000
260	20.6000000000000
